@relation 'dr-weka.filters.unsupervised.attribute.Remove-V-R2-4,6,8,11-12,18,20'

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 5 numeric
@attribute 7 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 17 numeric
@attribute Class {0,1}

@data
1,47,45,39,30,25.011965,6.607696,0.113444,0
1,95,88,63,28,10.645895,6.215227,0.108345,1
1,18,18,17,11,1.593744,0.053433,0.098646,0
1,64,62,57,38,2.466818,0.45433,0.089586,1
1,34,33,29,18,0.088766,0,0.10254,1
1,30,29,19,7,10.724709,0.523459,0.109657,1
1,33,33,30,17,0.073505,0,0.111855,1
1,16,16,16,11,0.860597,0.09064,0.124752,0
1,87,82,77,46,2.193125,0.26175,0.100673,0
1,17,17,13,4,1.572806,0.175766,0.091924,0
1,24,24,18,17,1.311188,0.095217,0.138924,1
1,55,53,46,34,1.814051,0.031116,0.108905,1
1,11,11,9,5,40.271896,25.905498,0.085831,1
1,47,45,42,26,1.572641,0.081556,0.135413,1
1,43,43,40,30,0.631619,0,0.120162,0
1,67,66,64,55,15.032962,4.437834,0.082712,1
1,30,30,28,17,0.19517,0.055763,0.100683,0
1,47,46,44,33,4.016728,0.564756,0.095931,0
1,19,18,10,7,10.064476,1.830277,0.111702,1
1,21,21,18,10,9.885579,1.396699,0.097515,0
1,79,79,72,44,2.359398,0.396069,0.123772,1
1,19,19,18,9,0.15433,0.050435,0.109948,0
1,37,37,27,17,8.286166,1.092569,0.108236,1
1,64,64,63,42,8.665897,1.369437,0.111161,0
1,3,3,3,3,2.046803,0.027372,0.127735,0
1,12,12,11,7,1.106733,0.147435,0.076627,1
1,14,13,12,7,3.260012,0.146944,0.091475,0
1,49,48,40,26,2.556415,0.192468,0.113308,1
1,41,40,38,25,1.669545,0.062342,0.127725,0
1,14,14,14,8,6.321156,0.131927,0.083485,1
0,13,13,12,6,0.994879,0.047469,0.133508,0
1,16,16,16,10,14.034021,1.800817,0.102239,1
1,73,70,69,55,3.431496,0.273904,0.080017,1
0,7,7,7,4,7.135179,0.218568,0.111802,0
1,66,64,54,38,3.151944,0.400789,0.091653,1
0,60,57,54,34,0.11356,0,0.102961,1
1,37,35,19,10,2.160861,0.358074,0.109699,1
1,12,12,11,7,0.841486,0.120507,0.081368,0
1,73,70,51,24,27.729469,5.687412,0.11913,1
1,50,49,45,33,4.616793,1.279448,0.101468,0
1,68,63,62,43,0.665307,0.154502,0.115089,1
1,24,22,17,8,16.580961,1.662264,0.095567,1
1,64,63,57,46,1.467007,0.356753,0.121584,1
1,46,46,46,30,3.484501,0.516222,0.104177,0
1,89,82,72,37,15.273359,6.152664,0.113008,1
1,60,55,35,17,8.442675,0.196002,0.094873,1
0,93,92,92,55,0.944886,0.028159,0.092298,1
1,42,35,23,9,18.557908,2.459469,0.097646,1
1,43,43,42,27,1.441869,0.113751,0.102991,0
1,38,38,37,25,0.857701,0,0.123839,0
1,74,73,66,41,3.772144,0.255739,0.082202,0
1,4,4,4,3,9.332797,0.668993,0.12437,0
1,73,67,59,37,5.871082,0.726225,0.094991,1
1,45,45,37,27,2.895828,0.31563,0.104189,1
1,9,9,8,6,14.763404,1.748431,0.105352,0
1,23,23,20,14,0,0,0.116428,1
1,17,17,14,9,4.927334,0.25917,0.094338,0
1,37,37,36,28,4.8042,0.083551,0.12378,0
1,49,45,42,34,47.879553,11.474921,0.099073,1
1,49,49,46,24,11.784233,2.122308,0.09312,1
1,17,16,14,9,5.237412,0.206817,0.089329,1
1,81,78,66,39,1.970273,0.371255,0.115536,1
1,11,11,9,7,1.235718,0.087179,0.085152,0
1,16,16,14,11,0,0,0.109718,0
1,80,75,62,40,2.518051,0.597789,0.099377,1
1,47,47,46,31,2.234394,0.10618,0.086175,0
1,5,5,5,2,3.585707,0.333531,0.127735,0
1,59,56,49,36,1.274297,0.160064,0.138308,1
1,16,16,15,10,19.069685,2.602162,0.115562,1
0,24,23,18,12,20.508116,2.491707,0.11632,1
1,16,16,15,13,0.045767,0,0.143405,0
1,17,17,17,11,11.536633,0.603872,0.114659,0
1,79,78,66,46,1.699833,0.732796,0.120286,1
1,10,10,9,4,14.662112,0.400073,0.128189,0
1,68,68,59,39,13.009211,2.423481,0.112828,0
0,40,40,37,28,1.772807,0.053013,0.126295,0
1,83,82,80,58,1.733559,0.358993,0.089748,0
1,26,26,23,14,16.513591,1.303629,0.08364,0
1,1,1,1,1,4.499223,0.118427,0.082695,0
1,36,35,30,17,70.266718,15.865128,0.123731,1
1,87,84,79,52,7.443595,1.578991,0.16021,1
1,44,42,35,20,22.159041,7.185051,0.104756,0
1,16,15,13,9,3.446116,2.304558,0.121507,1
1,59,58,57,42,4.679191,0.471916,0.132198,1
1,21,21,19,14,0.152012,0.01689,0.092129,0
1,80,79,78,60,1.122925,0.06815,0.091383,1
1,12,12,11,4,0.447194,0.00415,0.087156,0
1,16,15,14,9,2.854533,0.070338,0.122114,0
1,69,66,43,19,12.578529,1.674972,0.125877,1
1,45,45,45,32,0.556658,0.019935,0.107345,0
1,90,85,73,53,10.452983,8.234851,0.123569,1
1,1,1,1,1,3.533734,0.467823,0.136796,0
0,41,39,26,9,3.024873,0.599362,0.111253,1
0,11,10,8,6,6.880809,0.543781,0.12846,1
0,14,14,13,8,0.181173,0,0.135112,1
1,13,13,10,6,14.222214,0.468778,0.082379,0
1,48,48,48,30,6.029475,1.52491,0.106026,0
1,17,14,10,6,26.437205,7.740111,0.103927,0
1,74,68,47,23,1.679252,0.775116,0.091014,1
1,10,10,9,4,1.296987,0.117103,0.120055,0
0,8,8,6,3,2.107825,0.131413,0.105339,1
1,20,20,19,9,17.127238,3.043477,0.121862,0
1,10,10,9,5,0.644971,0.008651,0.09516,0
1,14,14,10,7,2.286834,1.510384,0.08706,1
1,58,57,50,34,7.405699,0.924929,0.125414,0
1,32,32,30,20,0.050837,0,0.095512,0
1,52,50,47,28,0.123305,0,0.10656,1
1,49,48,48,43,6.041499,0.34732,0.116812,0
0,25,25,22,14,0.104076,0.003061,0.079588,1
1,9,9,9,6,1.997121,0.081391,0.092582,0
1,47,47,42,27,0.113752,0,0.107603,1
1,16,14,11,5,45.162698,7.466452,0.088112,1
1,59,59,57,46,0.571242,0.060212,0.098809,1
1,8,8,7,6,2.211984,0.344313,0.098083,0
1,3,3,3,3,1.89624,0,0.115333,0
1,16,15,12,8,28.766118,2.536235,0.098043,0
1,7,7,7,4,6.920093,0.368827,0.111056,0
1,45,44,42,30,2.111936,0.04876,0.131044,1
1,23,23,22,17,0.51183,0.211792,0.112314,0
1,13,13,10,8,0.028768,0,0.122643,1
1,10,9,9,6,2.394725,0.081551,0.110334,0
1,65,65,64,59,0.447271,0.020916,0.090098,0
1,20,19,16,14,0.381884,0,0.116428,0
1,29,28,27,21,0.099804,0.018425,0.092127,0
0,1,1,1,1,4.659493,0.008203,0.122025,0
1,65,64,61,51,2.653512,0.627333,0.115037,1
1,19,19,16,11,0.216653,0.019876,0.086463,1
1,102,100,98,89,3.183456,0.713267,0.092632,1
0,13,13,13,7,24.587637,4.238625,0.106392,0
1,48,48,45,37,18.062236,7.247845,0.088388,0
1,28,28,24,14,2.742626,0.433713,0.081869,0
1,85,83,72,43,9.893234,1.898702,0.089333,1
0,45,45,41,29,0.636536,0.038346,0.107368,1
1,36,36,23,12,10.59731,3.590284,0.130667,1
0,6,5,3,3,2.283167,0.011128,0.110264,1
1,19,15,13,9,13.508504,1.534707,0.090674,1
1,126,114,75,40,3.432302,1.642891,0.149637,1
1,54,54,50,42,4.612778,0.218025,0.093439,0
0,8,8,6,3,9.644465,1.025477,0.097566,1
1,77,74,69,51,6.914089,2.175708,0.099461,1
1,11,11,9,6,1.234147,0.078546,0.130582,0
1,11,11,11,5,5.652437,0.408434,0.084396,0
1,53,53,43,30,4.637493,1.260828,0.13011,0
1,87,80,57,27,14.890506,3.147662,0.155174,1
1,89,82,63,26,14.393255,6.712149,0.113079,1
1,81,75,65,36,4.777503,0.680928,0.114798,1
1,56,55,47,33,1.874695,0.132522,0.11636,1
1,90,77,49,24,29.962578,8.318595,0.118837,1
1,5,5,4,2,8.743269,0.361858,0.096821,0
1,39,39,36,27,1.306825,0.262921,0.121348,0
1,12,12,10,9,10.556415,0.35611,0.11154,1
1,56,56,53,28,11.923178,4.328319,0.116443,0
1,10,10,10,8,10.384533,1.798274,0.106276,0
1,75,74,66,48,3.208707,0.29781,0.116069,0
1,48,47,43,27,6.01672,1.591136,0.114415,1
1,16,15,13,10,9.554155,0.330821,0.108339,0
1,17,17,14,9,12.292453,1.891225,0.110889,1
1,47,40,25,11,27.24747,4.764972,0.103653,1
1,3,3,2,2,0.073061,0.004807,0.127857,1
1,16,16,13,10,6.386126,0.423854,0.122078,0
1,56,56,53,31,5.926638,1.727362,0.089346,1
1,21,20,17,12,12.518479,1.217438,0.106623,0
1,9,9,9,6,18.157205,0.806779,0.089296,0
1,78,77,71,36,0.821048,0.497936,0.109265,1
1,55,55,54,44,7.532303,0.993868,0.086284,0
1,14,13,10,7,0.281891,0.172872,0.091887,0
1,15,15,13,8,12.314803,0.78053,0.113478,0
1,41,39,32,19,32.095263,23.236782,0.098076,1
1,66,66,49,30,2.957103,1.712485,0.154442,1
1,52,52,45,24,4.240902,0.960056,0.119418,1
1,28,26,17,11,22.844942,2.438363,0.094344,1
1,21,18,13,9,6.982238,0.325005,0.072223,1
1,12,12,11,6,0.456656,0.101822,0.098737,1
1,22,22,21,13,26.038573,1.913008,0.131213,1
1,81,77,68,43,6.451877,0.92695,0.124104,1
1,48,47,44,34,0.16601,0,0.102988,1
1,52,52,46,36,2.773472,0.326559,0.145812,0
1,76,67,59,42,0.175821,0.050018,0.101552,1
1,9,8,7,3,11.563983,0.360191,0.118699,1
1,49,49,47,31,3.205968,0.3508,0.094386,1
1,31,30,23,14,9.044373,2.828181,0.089158,1
1,48,47,45,35,0.475919,0.027282,0.10155,0
1,8,8,7,4,8.51255,0.466805,0.110068,0
1,44,44,39,32,10.530105,2.223845,0.092532,0
1,44,44,44,29,1.637867,0.18539,0.144022,0
0,27,26,24,22,0,0,0.123166,0
1,50,49,46,29,10.936554,1.937493,0.084103,0
1,12,11,10,5,0.878118,0,0.127779,0
1,137,117,94,54,8.985278,4.493409,0.124646,1
1,9,7,7,5,12.296202,1.859262,0.085624,1
1,60,59,59,53,0.573405,0,0.098916,1
1,10,9,9,7,8.774886,0.372094,0.091044,0
1,53,53,48,36,3.579937,0.954853,0.111349,0
1,60,54,32,11,14.90843,3.779371,0.139369,1
1,20,20,19,13,7.297039,2.112916,0.087487,0
1,151,131,105,57,13.209197,5.526918,0.114161,1
1,14,13,9,7,0,0,0.107603,1
1,81,74,63,35,0.453049,0.083374,0.12742,1
1,22,16,11,7,3.954982,0.684634,0.102899,1
1,48,44,40,27,6.174123,0.747636,0.136352,1
1,35,34,27,16,31.100562,6.027092,0.116808,0
0,69,68,61,45,0.178684,0.001554,0.121195,1
1,15,15,12,7,3.555731,0.472925,0.096735,1
1,69,66,60,41,15.568604,3.098299,0.087906,0
1,14,14,13,9,7.192933,0.164669,0.101889,0
1,71,71,67,47,4.28633,0.882893,0.089071,0
1,44,44,32,17,17.933027,5.71094,0.121771,1
1,64,63,57,29,3.117922,0.173133,0.087332,0
1,48,45,39,26,8.479512,1.287069,0.103522,1
1,17,17,15,8,24.952301,3.784088,0.118253,0
1,48,47,45,31,1.447531,0,0.127589,1
0,4,4,2,2,0.073381,0.006849,0.112517,1
1,15,13,12,6,7.490443,0.11809,0.096619,0
1,20,20,19,13,31.471749,4.185967,0.086558,0
1,41,39,38,25,1.033285,0.078653,0.128004,0
1,57,54,52,39,11.161831,2.23482,0.115039,0
1,35,34,32,18,5.836676,0.972262,0.116299,1
1,57,57,55,37,0.118469,0,0.113912,1
1,22,20,19,13,43.27633,6.997411,0.123083,1
1,16,15,14,10,34.613984,3.296295,0.107823,0
1,53,45,35,18,11.462819,4.446227,0.096767,1
1,12,12,9,6,1.866596,0.026965,0.121843,0
1,25,22,20,9,3.630129,0.585285,0.099004,1
1,7,7,7,6,17.197673,1.776271,0.123829,1
1,58,56,47,27,1.03841,0.530709,0.115038,1
1,5,5,4,3,13.222882,0.484954,0.110818,1
1,16,14,11,6,3.884467,0.664028,0.098733,0
1,35,35,33,24,5.291538,0.326808,0.131334,0
1,16,16,14,5,8.70188,1.259483,0.114498,1
1,38,38,36,27,3.135864,0.471394,0.096776,0
1,22,22,17,10,24.550154,3.135309,0.107069,0
1,54,53,37,22,20.114616,4.092002,0.135469,1
1,72,70,67,54,12.919741,2.131789,0.09514,0
1,39,37,34,24,11.255333,0.740667,0.109381,0
1,71,71,69,45,4.923135,0.659769,0.102107,0
1,44,44,43,25,0.307763,0,0.107717,0
1,61,52,39,22,52.733117,14.090724,0.124991,1
1,45,45,40,29,0.072174,0,0.119244,1
1,67,67,58,39,8.635364,1.404855,0.124049,0
1,41,41,40,20,2.560276,0.215667,0.087807,0
0,30,29,27,22,0.23596,0,0.130399,1
1,41,41,40,25,7.107278,0.470853,0.116563,1
1,55,55,54,42,0.382578,0.009293,0.086738,0
1,55,52,33,13,15.401358,2.554669,0.147722,1
1,54,53,50,27,31.005396,1.716886,0.101452,0
1,49,47,44,37,5.057838,0.194287,0.082811,1
1,77,72,65,45,3.922389,0.010622,0.110768,1
1,46,46,40,24,16.518211,8.237633,0.104293,0
1,33,32,29,25,0.935407,0.00474,0.118506,1
1,72,71,68,43,12.301626,7.571765,0.107357,0
1,62,59,51,26,3.56453,1.346498,0.129116,1
1,61,57,52,37,0.091673,0.009323,0.105657,1
1,65,64,60,40,5.894087,0.673435,0.099485,1
1,63,63,59,48,0.604079,0.051511,0.112387,1
1,12,11,9,4,8.789973,0.03631,0.08982,1
1,68,61,43,19,17.707221,11.009241,0.106577,1
1,50,50,45,29,14.459508,6.870367,0.108905,0
1,41,41,39,33,0.408077,0.012556,0.125562,0
1,46,46,39,21,3.623236,0.764312,0.085432,1
1,8,7,5,2,1.119798,0.029958,0.119831,1
1,39,31,18,9,11.692692,5.457218,0.11103,1
1,29,29,25,11,3.192181,0.215924,0.091427,0
1,4,4,4,3,0.621246,0.093713,0.106349,0
1,11,11,11,6,27.587546,7.706053,0.111047,0
1,105,97,77,43,1.363411,0.216976,0.112335,1
1,50,47,44,25,15.049843,1.388255,0.103624,1
0,18,18,16,9,1.94219,0.067563,0.106578,0
1,60,59,56,34,0.706335,0.018507,0.129546,1
1,22,22,18,10,3.593958,0.129914,0.091237,0
1,71,68,66,53,2.220453,0.138084,0.09523,1
1,20,20,18,13,12.244535,2.931486,0.101866,1
0,53,51,50,38,2.385696,0.735234,0.135759,1
1,19,19,17,10,10.420477,2.100776,0.074572,0
1,74,71,61,41,9.742044,0.337741,0.120291,1
1,4,4,3,1,1.132892,0.002871,0.122475,0
1,67,67,63,41,2.434486,0.950377,0.097319,1
1,62,57,54,39,5.582081,1.32613,0.100231,1
1,29,28,27,16,0.349761,0,0.134756,1
1,44,43,42,25,1.502954,0.010936,0.118737,0
1,35,33,31,26,0.108061,0,0.08457,1
1,22,20,15,9,43.289073,2.526427,0.122913,1
1,33,33,31,21,17.260625,1.964528,0.094995,0
1,20,20,19,12,2.603775,0.31935,0.113252,0
1,52,51,47,33,24.251249,6.72078,0.1319,0
1,12,10,8,6,15.718927,1.752501,0.119775,1
1,16,13,9,5,0.489207,0.021182,0.084729,1
1,24,24,21,17,0.592543,0.294744,0.099266,1
1,9,9,7,6,6.259619,0.24095,0.138267,1
1,25,25,21,14,5.484677,0.16243,0.101154,0
1,16,16,15,8,0.924677,0.041987,0.083021,0
1,57,54,47,35,1.22407,0.174646,0.095824,1
1,80,76,73,53,1.89681,0.123088,0.094683,1
1,8,8,7,6,2.453498,0.217411,0.09753,0
1,4,4,2,2,0.824441,0.01467,0.094864,1
1,17,15,13,5,1.10389,0.012209,0.11802,1
1,2,2,2,1,2.986055,0.014541,0.11321,0
1,65,65,63,47,1.139204,0.059877,0.09519,0
1,18,17,16,10,11.51739,2.908021,0.103225,1
1,71,70,69,64,0.239024,0.017073,0.083814,1
1,58,58,53,39,5.575429,0.242206,0.114071,1
1,13,13,12,6,0.668166,0.017305,0.099985,0
1,40,39,39,32,0.001544,0,0.148202,0
1,53,45,32,13,49.985427,17.139005,0.098589,1
1,19,18,12,8,0.157132,0.014824,0.113649,0
1,18,18,15,8,38.672474,5.094865,0.10642,1
1,17,16,14,9,0.713297,0.005714,0.123803,1
1,37,36,28,19,9.259328,1.932381,0.102193,1
1,8,7,6,3,4.385993,0.410742,0.123019,1
1,15,14,10,8,21.050379,3.410646,0.175243,0
1,48,47,44,28,10.933078,1.533354,0.133066,0
1,40,40,37,21,20.277764,0.980222,0.134663,1
1,58,57,54,33,6.814341,0.378148,0.1199,0
1,20,18,18,9,35.564813,6.803703,0.108548,1
1,41,41,41,34,12.934323,2.700556,0.123243,0
1,24,24,24,14,3.147481,0.286321,0.10365,0
1,57,56,48,24,4.918764,0.949479,0.09572,0
1,29,29,27,22,0.619921,0.253122,0.097005,0
1,60,59,54,32,8.96707,1.019606,0.098623,0
1,41,41,41,34,0.500634,0,0.129145,0
1,15,15,15,6,12.033655,1.685215,0.100668,0
1,61,59,56,42,6.116492,0.338953,0.092023,0
1,51,51,48,39,7.362555,1.156951,0.110186,0
1,8,8,7,4,0.118323,0.013359,0.094468,1
1,60,59,55,33,13.522807,4.267279,0.132486,0
1,13,13,13,9,9.850201,0.773484,0.109382,0
1,11,11,9,7,13.240656,2.422403,0.096158,0
1,24,22,18,13,2.549909,0.401536,0.075994,1
1,21,20,13,6,14.611971,2.293433,0.130344,1
1,64,58,51,32,4.112388,0.724718,0.092517,1
1,54,54,49,33,29.856414,3.206726,0.124102,0
1,91,81,58,29,3.159592,1.460802,0.219199,1
1,44,41,34,20,6.860981,1.310235,0.086457,1
1,16,14,12,8,4.031629,0.074587,0.102067,1
1,21,20,17,8,0.33043,0.174367,0.083812,1
0,29,29,24,19,0.376508,0,0.128564,1
1,20,20,17,9,28.655837,5.885352,0.093663,1
1,39,39,38,28,6.997712,0.937597,0.101236,0
1,31,31,27,19,0.014168,0,0.13538,0
1,44,44,39,30,0.18996,0,0.088752,0
1,72,71,64,46,4.419873,0.8868,0.102021,0
1,72,70,56,32,7.155946,3.762479,0.088894,1
1,71,70,61,46,3.972127,0.474567,0.105987,1
1,19,17,16,8,4.705273,0.366479,0.090392,1
1,10,10,9,4,0.454547,0.034891,0.098857,0
1,66,65,63,44,12.606595,2.914811,0.115198,0
1,16,15,15,11,13.155,1.097233,0.079638,1
1,19,19,17,10,28.660595,7.33847,0.097589,0
1,25,25,22,18,0.170295,0.003041,0.135323,0
1,50,50,49,39,1.695515,0.016909,0.127586,0
0,7,7,5,4,0.395883,0,0.085707,1
1,51,50,44,28,6.436351,1.930289,0.11554,1
1,3,3,3,3,1.278732,0.028138,0.103174,0
1,14,14,13,6,0.687173,0.013254,0.080544,1
1,49,43,33,16,6.699162,0.426639,0.097104,1
1,19,19,14,8,20.096039,3.450104,0.130153,1
1,65,61,37,16,8.082285,1.173895,0.09612,1
1,2,2,2,2,17.832517,4.718721,0.104237,0
1,46,44,41,28,24.835485,6.031329,0.103353,1
1,66,64,62,42,3.345879,0.245682,0.079847,1
1,31,31,29,19,22.530108,5.77716,0.108156,0
1,48,47,44,29,20.678375,7.283476,0.123294,0
1,65,63,53,23,4.61159,1.314482,0.109021,1
1,96,86,71,42,6.040687,3.787403,0.101869,1
0,49,47,41,22,39.77549,8.511975,0.126239,1
0,81,73,63,43,1.856317,1.336362,0.103991,1
1,13,12,10,6,3.939558,0.447932,0.101014,1
1,44,44,41,24,0.811118,0.143139,0.128825,0
1,102,90,57,24,30.234191,9.321769,0.123118,1
1,62,61,61,56,0.15508,0,0.098269,0
