@relation 'dr-weka.filters.unsupervised.instance.Resample-S1-Z50.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute -0.3944-0.3945-0.3913-0.3886-0.3882... numeric
@attribute -0.41111-0.3913-0.38312-0.36614-0.33315... numeric
@attribute 0.4559+0.42110+0.4098-0.34115-0.32414... numeric
@attribute 0.71816-0.54817+0.2830-0.2521+0.11612... numeric
@attribute 0.7931-0.4917-0.2530+0.12618-0.10211... numeric
@attribute 0.8930+0.3011-0.23918-0.18316+0.06715... numeric
@attribute -0.6417-0.54116-0.3818-0.3531-0.0790... numeric
@attribute 0.81918-0.35216-0.2151+0.2040-0.16611... numeric
@attribute -0.4912+0.47915+0.4198-0.40111+0.26914... numeric
@attribute Class {0,1}

@data
-1.875198,1.018186,-0.029768,-1.360889,-0.129211,0.387604,0.181471,0.156197,-0.13412,0
3.002967,-1.503506,1.323519,0.667655,0.592362,-0.181122,0.21313,0.577516,-0.217972,0
3.368379,0.610164,-0.860065,0.130484,0.421982,0.550123,0.69011,-0.865373,0.28505,0
-1.899546,-2.994951,-0.950835,-1.419455,-0.537588,0.410956,-0.454483,-0.442683,0.035521,1
0.367929,1.371928,-1.266872,-0.439565,0.275861,0.433776,0.397328,-0.269601,-0.389741,1
2.261714,-2.077958,2.885678,0.392016,0.233407,0.278821,0.719004,-0.843251,1.990209,1
-0.643531,1.526617,-0.775043,1.308429,0.572014,-0.006907,-0.329429,-0.751247,0.055039,1
0.398303,-0.104955,0.734443,0.567631,0.416103,0.175192,0.608466,-0.784358,0.097477,0
2.736086,-0.16891,-0.998079,-0.904955,-3.892793,-1.059731,0.387178,1.868097,-0.196859,1
2.48901,0.123012,-0.091655,0.609939,0.950315,-0.075467,0.212689,1.172764,-0.116337,1
2.243884,0.930423,-0.754097,2.343632,1.102561,0.074506,0.398552,-1.23701,0.396804,1
3.392707,-0.120207,-0.056084,1.238824,1.123483,-0.135358,0.297665,0.871626,-0.071851,1
2.261714,-2.077958,2.885678,0.392016,0.233407,0.278821,0.719004,-0.843251,1.990209,1
3.856312,0.328888,-0.857522,-0.767692,0.089088,0.162925,-0.664704,1.039624,-0.1083,0
-2.217909,0.84858,0.682643,0.695096,1.001822,0.130642,1.137566,0.075265,0.234191,1
-3.192364,1.373444,-0.236523,-2.051605,-0.47076,0.38134,-0.267235,0.445511,-0.328307,1
4.14031,-0.874693,0.486051,-2.909229,-1.460777,0.30416,-1.831825,0.636443,0.049586,0
-0.925682,-2.96143,0.291027,0.793418,-0.222873,-0.102071,-0.006533,-1.541366,-1.485664,0
-0.140096,0.851451,-0.24416,0.559827,0.043999,0.072021,-0.57527,-0.942733,0.060969,0
0.07996,0.360995,0.494654,1.094769,0.804632,-0.416692,-0.649892,1.169772,0.056412,1
3.368379,0.610164,-0.860065,0.130484,0.421982,0.550123,0.69011,-0.865373,0.28505,0
-2.305944,1.472992,-0.485483,-0.990428,-0.260177,0.236816,-0.532227,-0.05558,-0.21329,1
-0.360997,0.324013,0.564461,-2.112755,-0.661424,0.556472,-0.069321,-0.177982,0.270293,0
1.411857,0.908347,-1.205703,1.744797,0.894571,-0.429475,-1.099126,0.705921,-0.362572,1
4.474376,-1.775978,2.218642,-0.177181,-0.095814,-0.048287,-0.775011,0.499173,1.367533,0
3.397553,0.0882,-0.483304,-0.825544,0.143738,0.155391,-0.340974,1.032318,-0.358767,0
-2.398909,1.127621,-0.058371,-1.5424,-0.397629,0.326658,-0.272921,0.066289,-0.261111,1
2.307879,1.333963,-1.809663,-0.343134,0.03382,0.496412,-0.028597,-0.806998,-0.376775,1
0.187324,1.20064,-0.847584,-0.522684,-0.085567,0.349134,-0.252502,-0.512379,-0.11464,1
-1.157111,1.325885,-0.289123,1.78599,0.849457,-0.103836,-0.054064,-0.686389,0.201524,0
2.673964,-0.059358,-0.363902,2.344411,-2.438165,-1.512273,0.773379,1.655971,1.143364,1
-4.132206,1.203865,0.637927,1.204137,0.688455,-0.231497,-0.179155,-0.049572,0.286483,1
-3.510961,1.11299,0.750235,1.256874,0.849107,-0.155908,0.196353,-0.054341,0.407609,0
-0.110703,-0.072228,0.691151,-1.622304,-0.005133,0.600593,1.13741,0.057121,-0.01134,0
2.825466,-0.990543,0.174453,1.018138,0.313606,-0.300501,-1.355977,0.381229,0.618748,1
-2.669702,-0.527629,0.229568,0.908212,0.432734,-0.119939,0.438464,-0.487655,-1.061479,1
-1.917808,0.855163,0.281116,-0.773956,-0.151537,0.222029,-0.188949,-0.183546,-0.007907,0
-1.718581,1.287346,-0.204535,1.32836,1.159811,-0.50146,-0.456229,1.591231,-0.445947,1
-0.71598,1.168302,-0.627889,-1.110409,-0.190325,0.399333,-0.093024,-0.179997,-0.230639,1
1.132754,-0.963063,1.94645,1.144609,0.473446,-0.466814,-0.747169,0.577224,0.43016,0
-0.654174,0.369839,0.655467,0.461048,0.26657,0.101898,0.139243,-0.721951,0.143058,0
1.313838,0.732182,-0.445888,2.154192,1.234604,-0.479273,-0.516357,0.824872,-0.221773,0
2.328196,0.901748,-1.243273,-1.038319,0.094878,0.679693,0.64997,-0.35518,-0.121315,1
3.025683,0.76631,-1.130068,0.415473,0.013203,-0.210807,-1.744964,0.431311,-0.288323,0
-2.380503,1.2779,-0.127101,-0.119244,0.026152,0.078768,-0.473061,-0.24878,-0.037269,0
2.673964,-0.059358,-0.363902,2.344411,-2.438165,-1.512273,0.773379,1.655971,1.143364,1
-3.295303,1.522412,-0.143829,0.351616,0.086378,-0.095372,-0.840508,-0.26804,-0.023431,1
2.979822,0.164026,-0.129148,0.686904,0.850648,-0.073959,-0.038683,0.974875,0.052114,1
-4.364151,1.380297,0.395523,1.050584,0.575157,-0.225307,-0.26505,-0.143532,-0.047335,1
2.384846,0.445053,-0.513206,0.26736,0.405877,0.424889,0.522465,-0.7715,0.345705,0
-0.581332,1.3875,-0.7998,0.551174,0.771359,0.237138,0.658891,-0.215092,-0.179209,0
-3.545067,1.568396,-0.170344,0.811266,0.635993,-0.071409,-0.108022,-0.057522,0.038894,1
2.895777,1.066319,-1.814891,-1.449384,-0.100723,0.782859,0.584647,-0.454757,-0.525901,1
3.009784,0.764829,-1.326983,-1.760202,-0.760954,0.703041,-0.459155,-0.897114,-0.163205,0
2.914485,0.891638,-1.365629,-0.045345,0.026248,0.460897,-0.075429,-1.052712,-0.076566,0
1.97735,0.485939,-0.647198,0.858086,0.601133,0.292015,0.649854,-0.955109,-0.170966,0
-0.945582,1.176554,-0.377471,-0.85682,-0.476629,0.248768,-0.898745,-0.506138,0.074148,0
1.232859,1.096841,-0.922305,0.695114,0.099681,0.164211,-0.620362,-1.110235,0.116453,1
2.950359,0.121535,-0.308485,-0.399848,0.301462,0.053553,-0.356726,1.04611,-0.250846,0
0.54025,0.183156,0.315977,-1.27266,-0.11397,0.542112,0.617564,-0.280337,0.083146,1
3.392707,-0.120207,-0.056084,1.238824,1.123483,-0.135358,0.297665,0.871626,-0.071851,1
-4.00568,1.390349,0.240958,-0.292048,-0.201388,-0.060731,-0.97387,-0.104207,0.017789,1
2.63895,0.978094,-1.420608,-0.317752,0.612708,0.658534,1.27736,-0.395939,-0.313409,0
2.861069,-0.075109,0.216023,1.429322,0.606042,-0.355858,-1.018143,0.494187,0.361223,0
2.861069,-0.075109,0.216023,1.429322,0.606042,-0.355858,-1.018143,0.494187,0.361223,0
-1.54656,-0.400214,1.223796,0.890022,-0.023536,-0.167605,-0.388745,-1.11203,-0.221557,0
-0.357804,1.576547,-0.951285,1.281128,0.369285,-0.029602,-0.73398,-0.934749,0.064783,0
-0.360997,0.324013,0.564461,-2.112755,-0.661424,0.556472,-0.069321,-0.177982,0.270293,0
-2.56625,1.210927,0.313031,1.534079,0.689163,-0.189276,-0.264458,-0.490582,0.324954,1
-1.305574,-1.149928,2.406918,-1.909482,-0.733176,0.344764,0.362407,-0.437732,-0.074185,0
1.739598,-1.742731,2.329737,0.6745,0.31375,-0.349991,-0.634229,0.655002,0.790742,1
2.434093,-0.159802,0.563352,0.257552,0.211173,0.365581,0.352441,-0.968416,0.798084,1
1.183413,1.143822,-1.029655,1.513675,1.077567,-0.354015,-0.538176,1.03248,-0.501532,0
2.659348,-3.874519,4.749558,-0.678056,0.211476,-0.021185,1.358017,0.754378,0.327941,0
-6.302758,-7.941599,-5.688585,0.16179,1.142191,0.578373,-0.576571,-0.024719,2.102915,1
0.246996,0.083181,0.559618,-0.46348,0.080103,0.356619,0.508414,-0.513687,0.116618,0
1.851877,-2.395688,1.641804,0.568722,0.198918,-0.351191,-0.151183,0.36628,-0.86292,0
3.149905,0.820509,-1.139807,0.715396,0.53855,0.416899,0.460698,-1.04235,0.146972,0
3.092105,0.50655,-0.885316,-2.033983,-1.484944,0.580225,-1.619489,-1.420683,0.015732,0
-2.015114,1.052669,0.302864,1.43774,1.557608,0.096,1.664594,0.203746,0.168664,1
0.519452,1.229674,-1.173007,-1.712977,-0.687508,0.523935,-0.65262,-0.463346,-0.30842,1
-5.056509,1.571021,0.330034,0.591715,0.086053,-0.299755,-1.184153,-0.07862,0.116513,1
-0.545653,1.153911,-0.619521,0.298594,1.089552,-0.17103,0.229023,1.882705,-0.713671,0
2.911836,0.858374,-1.473474,0.083426,0.877839,0.088496,0.231992,1.320708,-0.757117,1
-1.57193,0.023181,0.932126,-0.472355,0.550474,0.328423,1.468144,0.116541,-0.296812,0
1.344026,-1.250384,2.1833,0.135601,0.117016,-0.294407,-0.719846,0.793929,0.529459,1
1.504098,-0.76918,0.013305,0.592583,0.104442,-0.341196,-1.372736,0.464995,-0.24326,1
-0.552705,-1.736569,2.126894,0.201168,-0.576293,-0.094023,-0.36001,-1.509066,-0.474565,0
-3.577543,1.559087,-0.043068,0.778858,0.783036,-0.041411,0.297522,0.103914,-0.113719,1
1.314109,0.600044,-0.735737,0.469378,0.500412,-0.238659,-0.83849,1.065896,-0.531474,1
0.533844,1.219967,-1.0112,1.0931,0.802967,-0.368347,-0.883918,1.122358,-0.572823,1
-2.409788,0.160626,0.990815,-0.794878,0.099665,0.236165,0.641072,0.045535,-0.218894,0
1.372837,1.279315,-1.353759,-0.540398,-0.449026,0.350298,-0.943763,-0.964145,-0.13625,1
1.992995,-1.077843,2.063437,1.724337,0.517084,-0.542686,-0.985412,0.191106,0.712021,0
-1.533801,1.050605,-0.018213,-0.112743,0.402819,0.235345,0.445955,-0.100708,-0.039115,0
2.384846,0.445053,-0.513206,0.26736,0.405877,0.424889,0.522465,-0.7715,0.345705,0
1.642923,-0.537604,0.883142,-0.410555,0.373683,0.500958,1.285354,-0.397469,0.41353,1
-2.695977,1.148312,0.290147,1.157281,0.310839,-0.207053,-0.744885,-0.606694,0.204928,1
-2.380503,1.2779,-0.127101,-0.119244,0.026152,0.078768,-0.473061,-0.24878,-0.037269,0
1.865493,-1.168912,1.672792,-0.641915,0.289087,-0.016117,0.091745,1.381698,0.377337,1
-3.601208,1.037946,0.501482,-1.515184,-0.017709,0.326414,0.411776,0.559394,-0.1363,0
-1.787653,1.40576,-1.116786,-0.029473,-3.665749,-0.982736,0.72579,0.593304,0.308699,1
-1.555649,1.534921,-0.600241,0.917242,0.534068,0.009939,-0.211907,-0.431498,-0.003577,0
-2.699336,0.118959,1.20713,-0.31716,-0.178596,0.017004,-0.232891,-0.407416,-0.10967,0
-5.329114,1.644715,0.540635,0.545404,0.525556,-0.179646,-0.232773,0.266034,0.102319,1
-1.57193,0.023181,0.932126,-0.472355,0.550474,0.328423,1.468144,0.116541,-0.296812,0
-1.793456,1.244051,-0.14021,0.905358,0.587745,0.010534,-0.024355,-0.380076,0.15671,1
-2.831776,0.820102,0.362142,0.132224,0.507544,0.091673,0.438339,0.069725,-0.043239,1
1.113155,1.19663,-1.380393,-1.897353,-0.336252,0.707174,0.263113,-0.182163,-0.492751,0
-2.74444,1.180949,0.381049,0.252721,0.101327,-0.022133,-0.557665,-0.359116,0.230684,0
2.434093,-0.159802,0.563352,0.257552,0.211173,0.365581,0.352441,-0.968416,0.798084,1
0.071842,1.265666,-0.859053,-0.297688,0.104714,0.334596,-0.03345,-0.461658,-0.139279,1
1.590289,0.552082,-0.363523,0.723646,0.656278,-0.241043,-0.659595,1.021061,-0.198912,0
-4.952828,1.39493,0.618292,0.390201,0.6373,-0.094934,0.17164,0.425535,0.09435,1
-3.404164,-0.240084,1.723697,-0.067953,0.553684,0.078166,1.295345,0.091831,-0.433835,1
2.76296,0.113427,-0.249886,1.465615,0.637194,-0.363472,-0.901193,0.397744,-0.263758,1
-0.27597,-0.819303,1.665184,-0.105135,0.579264,-0.224696,0.183398,1.567701,-0.081933,1
-1.229082,0.948826,-0.094158,-0.458588,-0.026549,0.23441,-0.154272,-0.31824,-0.023785,0
-1.763592,1.584408,-0.641737,0.653917,0.406996,0.030465,-0.308767,-0.384604,-0.077295,0
-1.644318,0.586393,0.388891,-1.464875,-0.197818,0.398739,0.326994,0.061902,-0.166206,1
-3.350745,-20.651461,-12.477,-0.075091,2.421429,1.307954,-0.588406,1.043349,4.589225,1
2.460877,1.272522,-1.959721,-1.485412,-0.30132,0.711643,0.111357,-0.542667,-0.588944,0
2.266904,-0.733863,0.791053,-1.080478,-0.283313,0.542966,0.68025,-0.870213,-0.010951,0
0.185925,1.09041,-0.805592,-1.242674,-0.058936,0.538735,0.359036,-0.153013,-0.27789,0
1.124032,1.340109,-1.624022,-1.955805,-0.653068,0.641149,-0.398084,-0.40227,-0.536515,1
-5.685999,-4.742126,-3.642357,-0.713622,1.148363,0.700837,-0.057093,0.729463,3.010182,1
2.71843,0.283474,-0.138485,1.418346,0.785028,-0.299012,-0.716569,0.595221,0.114713,1
-3.976198,0.286196,1.71873,0.083821,0.11293,-0.102961,-0.09594,-0.164131,0.208489,1
2.693293,-0.391781,0.476174,-1.162739,-0.199919,0.631656,0.694939,-0.741394,0.280417,1
2.730955,0.60702,-1.194172,1.507683,-3.577453,-1.018252,0.382158,-0.796566,0.903264,1
2.889485,-0.229666,0.142106,-0.722368,0.465286,0.168529,0.320591,1.320465,-0.203409,0
-3.510961,1.11299,0.750235,1.256874,0.849107,-0.155908,0.196353,-0.054341,0.407609,0
2.668777,-0.006504,0.17117,0.804851,0.399789,-0.25755,-0.936731,0.52743,0.02479,0
3.849575,-0.460727,0.078819,-1.52373,-0.032116,0.310525,0.029041,1.137979,-0.285467,0
2.733119,-0.625865,0.474657,0.807807,0.51287,-0.241518,-0.448464,0.599868,-0.180115,0
2.457409,-0.919028,1.433957,-0.865265,0.341269,0.67911,1.767217,-0.441751,0.621952,0
2.793683,-1.917481,0.792642,-1.313448,-0.159112,0.71015,0.923372,-0.539946,0.909876,1
-2.024793,-1.227449,3.108621,0.712263,0.120265,-0.159427,0.288288,-0.939634,0.422634,0
3.448951,-0.079931,0.136232,0.808445,-0.06275,-0.317589,-1.906483,0.115116,0.428504,1
-1.57193,0.023181,0.932126,-0.472355,0.550474,0.328423,1.468144,0.116541,-0.296812,0
4.163386,-0.061148,-0.151382,-0.160341,0.197626,0.048544,-0.829418,0.875129,0.588696,0
1.837876,-1.506614,1.259921,-0.643524,-0.300598,-0.13629,-1.065564,0.667913,0.155998,0
3.443035,-2.573902,2.275601,-1.080572,-0.26509,0.05145,0.208167,0.557459,-0.411385,0
-3.106473,1.417246,0.277729,0.912513,0.730656,-0.048505,0.167786,-0.105484,0.197252,0
-1.686435,1.416229,-0.383276,-0.226295,-0.217836,0.103851,-0.904128,-0.519402,0.026746,0
-1.417854,1.373221,-0.56657,-0.336805,0.508141,0.335492,0.697409,0.109167,-0.254572,0
-0.943603,1.117746,-0.445702,-0.594607,0.709622,0.483321,1.41589,0.322514,-0.311135,0
1.798819,0.738082,-0.699388,1.126198,1.061692,-0.219098,-0.135921,1.100538,-0.392716,1
-5.224349,0.924589,0.795399,0.132061,-0.089003,-0.233616,-1.073198,-0.046131,0.217303,1
-1.918567,0.532242,0.378193,-0.027684,0.604567,0.219183,1.033906,0.052233,-0.310469,1
-1.793456,1.244051,-0.14021,0.905358,0.587745,0.010534,-0.024355,-0.380076,0.15671,1
-3.794567,1.512162,-0.275803,-2.059319,-0.78081,0.258892,-0.96599,0.26986,-0.387991,1
-4.840234,1.269702,0.278364,-0.134994,0.170658,-0.068995,-0.458326,0.288682,0.008912,1
4.174177,-1.001873,1.353886,0.433466,0.236063,-0.119515,-0.867452,0.59856,1.289399,1
3.217427,-0.367696,0.658584,0.636957,0.291612,-0.212599,-1.031215,0.569297,0.63098,1
-2.082697,-0.898989,0.821586,-0.67818,-0.827369,0.00155,-0.82861,-0.965581,-0.825014,0
2.436991,-0.126216,0.010793,0.150582,-0.071924,0.330884,-0.143773,-1.204966,0.424625,1
-2.334353,1.59716,-0.565935,-0.286996,0.187591,0.172844,-0.142763,-0.025899,-0.207368,1
2.397854,-3.970378,4.482194,-2.066254,-1.273926,0.485484,0.78322,-1.598359,0.265298,1
-2.658858,1.52644,-0.795887,1.326757,-2.724833,-1.15459,1.546199,0.891636,0.56996,1
2.159352,0.859586,-1.037246,-0.489156,0.008717,0.509004,0.168176,-0.752787,-0.089791,0
-2.004381,0.642932,0.630867,-1.492024,-0.005658,0.439029,0.64175,0.314036,0.08705,1
-2.871545,1.058417,-0.896197,1.018864,-2.726011,-1.069284,1.728931,1.009463,0.596828,1
-2.976429,1.411499,-0.302296,-1.696222,-0.366462,0.338745,-0.268989,0.295261,-0.338126,1
-3.847457,1.317429,0.278916,0.625504,0.640081,-0.065172,0.147121,0.109086,0.01128,1
-1.483449,1.228408,-0.601196,-2.420988,-0.556762,0.584805,-0.023025,0.290987,-0.381757,0
1.942863,-0.478823,0.463884,-1.459264,0.015151,0.156412,-0.030834,1.384552,-0.414216,0
2.549112,1.099044,-1.430152,0.605218,0.714099,0.44439,0.788701,-0.750576,-0.148455,0
-1.448539,1.511392,-0.727027,0.223259,0.374341,0.153721,-0.035765,-0.240885,-0.167432,1
-4.851948,1.710419,-0.569663,-0.32861,-3.363208,-1.062246,1.186136,1.510617,0.313874,1
-2.882408,1.263827,0.237234,0.936515,0.892235,-0.008918,0.558291,-0.001631,0.049401,1
2.239565,0.790123,-0.936493,0.060409,0.722833,0.555524,1.213146,-0.391298,0.045769,0
3.360825,-2.835633,4.001758,0.268957,-0.046543,-0.245311,-0.352177,0.070295,1.117145,1
3.655786,-0.659108,0.312123,-0.330642,0.629937,0.157383,0.647442,1.121216,-0.288035,0
-1.63444,-0.569047,0.652635,-1.619849,-0.307129,0.392669,0.778965,-0.057927,-0.922903,0
2.869215,-0.245518,0.278,-0.041141,0.362299,-0.042834,-0.3461,0.907136,-0.054821,0
2.086794,-0.217447,0.521255,1.847729,1.036128,-0.413497,-0.281065,0.60138,-0.025435,1
0.963695,1.040273,-0.991874,-0.751917,0.059768,0.492819,0.250247,-0.327229,-0.117938,1
2.663513,-6.293746,7.065015,0.105389,-0.994713,-0.083568,1.036449,-2.76593,0.148924,1
0.260486,-2.52034,2.118386,-1.053277,-0.231052,-0.139427,-0.483324,1.054487,0.049475,1
2.724843,0.357358,-0.384826,0.145957,0.39087,0.476324,0.72526,-0.868969,0.198296,1
2.986588,-0.760908,0.973581,-0.677109,0.151031,0.066717,-0.199001,1.027078,0.253047,0
2.616381,0.555427,-0.566575,1.960863,1.192221,-0.342783,-0.387244,0.722452,-0.035897,0
2.261714,-2.077958,2.885678,0.392016,0.233407,0.278821,0.719004,-0.843251,1.990209,1
-4.649478,0.923544,0.756245,-1.639054,-1.296566,-0.058621,-2.095033,-0.319469,-0.10455,1
-2.430881,-7.584246,-1.361773,-1.372783,-0.584693,-0.086981,-1.420492,0.752034,-0.76295,1
1.751001,0.151112,0.023338,0.317151,0.883727,-0.076834,0.271618,1.330259,-0.307971,0
1.913381,1.207165,-1.464846,-0.284577,-0.066192,0.426359,-0.269137,-0.871755,-0.200464,0
2.48901,0.123012,-0.091655,0.609939,0.950315,-0.075467,0.212689,1.172764,-0.116337,1
-2.91602,1.774312,-0.370638,1.01265,0.587022,-0.093957,-0.304108,-0.275889,-0.020412,1
2.619294,-1.54859,1.785725,-0.004231,0.357327,-0.101796,-0.131752,1.102945,0.767466,1
-3.76409,-0.067613,-1.406849,0.232098,-2.712785,-0.863403,1.951179,1.408109,0.92488,1
-3.650979,0.675453,0.704027,-1.485413,-0.310949,0.230381,-0.117351,0.303548,-0.083374,1
-0.627116,0.973328,-0.266515,-0.216973,0.352168,0.313601,0.465947,-0.189958,-0.039173,1
2.552831,-0.614037,1.200355,0.269738,0.566228,0.467864,1.27611,-0.784863,0.911498,0
-3.12376,1.425017,-0.090281,-0.638054,0.796496,0.358578,1.374859,0.740229,-0.301459,0
2.788995,-0.67321,1.100408,-1.309427,-0.166413,0.700429,0.959268,-0.702221,0.6549,0
-0.250689,1.423129,-1.070566,-0.970075,-0.436308,0.344265,-0.758183,-0.514171,-0.238544,1
-0.170356,0.904999,-0.51839,1.27026,0.150166,-0.087199,-0.887113,-1.164266,-0.011343,1
-1.54656,-0.400214,1.223796,0.890022,-0.023536,-0.167605,-0.388745,-1.11203,-0.221557,0
-1.229082,0.948826,-0.094158,-0.458588,-0.026549,0.23441,-0.154272,-0.31824,-0.023785,0
1.570238,-0.174997,0.725991,0.096398,0.083583,0.308294,0.250616,-0.951342,0.529076,0
-2.15644,1.53029,-0.365638,1.147508,0.463013,-0.11507,-0.563335,-0.506864,0.103458,1
-4.457931,-4.767415,-2.481259,-0.365662,0.34838,0.325083,-0.116638,-0.188306,0.220142,1
2.701258,-0.122295,0.036077,-1.639312,-0.136702,0.793814,1.059889,-0.450651,0.10751,1
3.592037,0.576718,-1.113195,0.964214,0.903484,-0.084549,-0.192699,0.821696,-0.383708,0
3.597431,0.231698,-0.713123,-1.230061,0.119244,0.826693,1.230647,-0.549281,-0.07606,0
