@relation dr-weka.filters.unsupervised.attribute.Standardize

@attribute quality numeric
@attribute pre-screening numeric
@attribute MA_detection_alpha0.5 numeric
@attribute MA_detection_alpha0.6 numeric
@attribute MA_detection_alpha0.7 numeric
@attribute MA_detection_alpha0.8 numeric
@attribute MA_detection_alpha0.9 numeric
@attribute MA_detection_alpha1.0 numeric
@attribute exudates_0 numeric
@attribute exudates_1 numeric
@attribute exudates_2 numeric
@attribute exudates_3 numeric
@attribute exudates_4 numeric
@attribute exudates_5 numeric
@attribute exudates_6 numeric
@attribute exudates_7 numeric
@attribute distance_macula_optic_disc numeric
@attribute diameter_optic_disc numeric
@attribute AM_FM_based_classification numeric
@attribute Class {0,1}

@data
0.059028,0.298083,2.168997,2.326859,2.493236,2.68546,2.934654,3.698216,-0.948715,-0.97704,-0.717818,-0.45126,-0.22573,-0.200818,-0.214874,-0.208009,0.643897,0.895728,-0.71141,0
0.059028,0.298083,-0.719269,-0.78445,-0.839308,-0.819196,-0.807166,-0.80463,0.017389,0.464608,0.006982,-0.296426,-0.204873,-0.198044,-0.212422,-0.202544,1.648375,-1.030675,1.404438,0
0.059028,0.298083,2.598334,2.409827,2.010894,1.596175,0.884342,0.718391,1.008062,2.198013,2.481527,4.613748,5.726768,5.583651,5.668342,5.392398,0.04451,1.438613,1.404438,1
0.059028,0.298083,-0.524116,-0.494061,-0.488514,-0.440314,-0.345845,-0.142447,-0.804691,-0.606918,-0.660238,-0.344528,-0.037417,0.089305,0.259083,0.519051,1.026177,-0.000184,-0.71141,0
0.059028,0.298083,0.998078,1.123819,1.221608,1.217293,1.345662,1.248138,-0.759562,-0.78801,-0.674062,-0.447689,-0.22573,-0.200818,-0.214874,-0.208009,0.996949,-0.548364,-0.71141,0
0.059028,-3.351852,0.295527,0.169685,0.169225,-0.014072,-0.294588,-0.40732,0.879488,-0.083078,0.083088,0.1122,-0.093129,-0.024869,0.082223,0.19263,0.615204,-0.194056,1.404438,1
0.059028,0.298083,-0.055748,0.003748,0.081527,0.080648,0.115475,0.122426,-0.046833,0.559092,-0.051055,-0.160995,-0.153874,-0.190628,-0.214874,-0.208009,-1.604801,0.131609,-0.71141,0
0.059028,0.298083,-0.758299,-0.825934,-0.883157,-0.961277,-0.858423,-0.937067,1.97669,0.536516,0.372968,-0.201705,-0.21647,-0.196087,-0.209858,-0.208009,-1.881539,-0.803423,1.404438,1
0.059028,-3.351852,-0.055748,-0.120704,-0.181569,-0.108793,-0.038299,0.188645,-0.945168,-0.922407,-0.588169,-0.079466,0.294726,-0.043948,-0.214874,-0.208009,0.535041,-0.566252,-0.71141,1
0.059028,0.298083,-1.109575,-1.116323,-1.146253,-1.103357,-1.012197,-1.003285,0.151188,-0.129736,0.094108,-0.234558,-0.2093,-0.200818,-0.214874,-0.208009,0.203767,-0.015342,1.404438,0
0.059028,0.298083,-1.304728,-1.323743,-1.32165,-1.292798,-1.268486,-1.20194,1.179058,-0.749773,-0.517502,-0.424801,-0.218508,-0.189837,-0.206934,-0.202114,2.331632,0.073375,1.404438,1
0.059028,0.298083,0.061344,0.045232,-0.09387,-0.345594,-0.448361,-0.605975,0.153646,0.001539,0.37942,0.91784,1.322223,1.718332,1.085716,0.390731,0.139002,-0.184025,1.404438,1
0.059028,0.298083,0.646803,0.667494,0.695417,0.696331,0.525537,0.321081,0.123803,0.756488,1.073081,0.540328,0.03058,-0.169741,-0.214874,-0.208009,0.62579,0.495836,-0.71141,0
0.059028,0.298083,2.36415,2.534279,1.440854,0.980492,0.679311,0.3873,4.000525,1.258252,2.160268,2.332952,2.239716,1.453628,0.684118,0.804972,1.185825,0.500963,1.404438,1
0.059028,0.298083,0.256497,0.335621,0.432321,0.50689,0.423022,0.188645,-0.494537,-0.354903,-0.302435,-0.087829,-0.07621,-0.184647,-0.214874,-0.208009,0.717965,0.539358,-0.71141,0
0.059028,0.298083,2.520272,2.160922,2.098593,1.832976,1.601951,1.115701,-0.907435,-0.894595,-0.751152,-0.465325,-0.224475,-0.197869,-0.210964,-0.199298,-1.234925,1.42992,-0.71141,1
0.059028,0.298083,-1.031514,-1.033355,-1.058554,-1.008637,-0.960939,-0.870849,-0.5607,-0.975201,-0.725648,-0.46601,-0.22573,-0.200818,-0.214874,-0.208009,1.553242,-0.654801,1.404438,0
0.059028,0.298083,0.139405,0.045232,0.125376,0.222729,0.320506,0.718391,-0.882302,-0.863852,-0.701637,-0.468107,-0.22573,-0.200818,-0.214874,-0.208009,1.349787,-0.492582,-0.71141,1
0.059028,0.298083,2.676395,2.534279,1.835497,1.454095,0.9356,0.453518,2.313956,1.006026,1.454954,1.496851,-0.128123,-0.18999,-0.207044,-0.196381,-1.137118,1.670212,1.404438,1
0.059028,0.298083,-1.148606,-1.157807,-1.146253,-1.103357,-1.063455,-1.069504,2.25827,0.622225,0.840844,0.451036,-0.201838,-0.200818,-0.214874,-0.208009,-0.061031,0.001989,-0.71141,0
0.059028,0.298083,0.998078,1.123819,1.177758,0.980492,1.089373,0.652173,-0.569729,-0.399799,-0.486685,-0.230524,-0.162885,-0.13277,-0.214874,-0.208009,-1.839479,-0.4986,-0.71141,1
0.059028,-3.351852,-0.328963,-0.28664,-0.225418,-0.156153,-0.089556,-0.01001,-1.007661,-1.029561,-0.752239,-0.468107,-0.22573,-0.200818,-0.214874,-0.208009,-0.889607,0.93847,-0.71141,0
0.059028,0.298083,-1.42182,-1.448196,-1.453197,-1.434879,-1.371001,-1.334377,-0.27642,-0.763813,-0.625371,-0.417496,-0.224897,-0.200818,-0.214874,-0.208009,-0.14319,0.354458,1.404438,1
0.059028,0.298083,1.310323,1.289756,1.397005,1.406734,1.294404,1.115701,-0.662695,-0.58313,-0.459008,-0.386233,-0.200982,-0.199364,-0.214874,-0.208009,-1.17155,0.380928,-0.71141,1
0.059028,0.298083,0.178435,0.211169,0.300773,0.317449,0.423022,0.3873,-0.425502,-0.222773,-0.411966,-0.3192,-0.2184,-0.192206,-0.199651,-0.182573,-1.861757,0.722252,-0.71141,0
0.059028,-3.351852,-0.875391,-0.867418,-0.839308,-0.913916,-0.960939,-0.870849,-0.317188,-0.027539,-0.335041,-0.041884,-0.051412,0.048797,-0.139723,-0.148599,-0.441493,0.852038,-0.71141,1
0.059028,0.298083,1.466446,1.538661,1.616251,1.880337,1.909498,1.380574,-0.697356,-0.701042,-0.573757,-0.398343,-0.169695,-0.144598,-0.214874,-0.208009,0.361313,-0.900219,-0.71141,1
0.059028,0.298083,-1.304728,-1.323743,-1.32165,-1.292798,-1.268486,-1.268159,0.093284,0.397017,0.376264,-0.280938,-0.22573,-0.200818,-0.214874,-0.208009,-0.746854,0.032527,-0.71141,0
0.059028,0.298083,0.217466,0.252653,0.300773,0.41217,0.525537,0.3873,1.87501,0.703964,1.100168,1.710706,1.036414,0.78582,0.214954,0.244379,-0.106548,0.343982,1.404438,1
0.059028,0.298083,-0.992483,-1.033355,-1.058554,-1.103357,-1.063455,-1.003285,-1.059582,-1.053122,-0.7525,-0.468107,-0.22573,-0.200818,-0.214874,-0.208009,-1.072139,1.520364,-0.71141,0
0.059028,0.298083,-1.343759,-1.365227,-1.365499,-1.340158,-1.268486,-1.135722,0.247248,-0.124329,-0.307187,-0.379836,-0.211997,-0.200818,-0.214874,-0.208009,-0.584781,0.35195,1.404438,0
0.059028,0.298083,-0.055748,-0.07922,-0.050021,-0.108793,-0.038299,0.056208,-0.736985,-0.542152,-0.667618,-0.461511,-0.22573,-0.200818,-0.214874,-0.208009,-0.109756,0.828856,-0.71141,1
0.059028,0.298083,0.998078,1.040851,1.09006,1.217293,1.140631,1.446793,-0.375419,-0.106177,-0.093939,-0.290859,-0.170372,-0.200818,-0.214874,-0.208009,-1.33323,-1.165922,-0.71141,1
0.059028,0.298083,-1.226667,-1.240775,-1.233951,-1.198078,-1.114712,-1.135722,-0.459223,-0.261242,-0.502796,-0.448149,-0.211892,-0.192688,-0.200506,-0.186669,-0.830189,2.258459,-0.71141,0
0.059028,0.298083,0.139405,0.211169,0.081527,0.175369,0.320506,0.321081,0.2636,1.64965,-0.511197,-0.361032,-0.138389,-0.042158,0.147896,-0.208009,1.260464,3.2184,-0.71141,1
0.059028,0.298083,-0.914422,-0.908902,-0.927006,-0.961277,-0.960939,-0.80463,0.108014,0.790429,0.212374,-0.060707,-0.098055,-0.189875,-0.200368,-0.202623,-3.530137,0.6726,1.404438,0
0.059028,0.298083,-0.641208,-0.618513,-0.663911,-0.629755,-0.653392,-0.539757,-0.964857,-0.967429,-0.738548,-0.468107,-0.22573,-0.200818,-0.214874,-0.208009,0.182024,2.863813,-0.71141,0
0.059028,0.298083,-0.211871,-0.162188,-0.09387,-0.014072,0.166733,0.652173,-1.016518,-1.057943,-0.752231,-0.468107,-0.22573,-0.200818,-0.214874,-0.208009,-0.279991,-0.488514,1.404438,1
0.059028,0.298083,-0.758299,-0.742966,-0.751609,-0.771836,-0.858423,-0.672194,-0.537429,-0.435364,-0.378539,-0.362752,-0.18246,-0.161996,-0.20507,-0.186166,-0.643166,-0.216012,-0.71141,0
0.059028,0.298083,-1.031514,-1.033355,-1.014705,-0.961277,-0.960939,-0.937067,-0.059451,0.107582,-0.36803,-0.36085,-0.220969,-0.200818,-0.214874,-0.208009,-0.56589,0.382711,1.404438,0
0.059028,0.298083,0.412619,0.460074,0.432321,0.364809,0.423022,0.321081,-0.645439,-0.436112,-0.531502,-0.419049,-0.22573,-0.200818,-0.214874,-0.208009,1.231592,0.27176,-0.71141,1
0.059028,0.298083,2.676395,2.492795,2.361689,1.927697,1.653209,1.181919,-0.294063,0.163744,0.223563,1.601582,1.891053,3.355045,5.226987,7.224975,-0.404388,-0.608214,-0.71141,1
0.059028,0.298083,-0.641208,-0.742966,-0.70776,-0.819196,-0.858423,-0.80463,0.104225,0.08718,-0.371807,-0.286198,-0.066854,-0.004476,0.010789,0.014813,-0.161974,-0.57266,1.404438,1
0.059028,0.298083,-0.914422,-0.908902,-0.927006,-0.866556,-0.909681,-0.80463,0.956494,1.483761,0.040774,-0.207869,-0.222634,-0.196271,-0.202818,-0.186524,-0.306118,-1.274421,-0.71141,0
0.059028,0.298083,0.685833,0.750462,0.47617,0.41217,0.423022,0.453518,-0.976927,-0.941581,-0.619013,-0.307166,-0.144491,-0.048965,0.118718,0.449795,-0.012163,-0.334319,1.404438,1
0.059028,-3.351852,-1.226667,-1.240775,-1.233951,-1.198078,-1.16597,-1.135722,1.859075,2.462734,0.735469,-0.161803,-0.220844,-0.200818,-0.214874,-0.208009,-0.392661,1.905544,1.404438,1
0.059028,0.298083,-0.289932,-0.245156,-0.269267,-0.203513,-0.192072,-0.40732,-0.314353,-0.068678,-0.415948,-0.321538,-0.216102,-0.199834,-0.214874,-0.208009,-1.247293,0.099733,-0.71141,1
0.059028,0.298083,-0.563146,-0.535545,-0.532363,-0.535035,-0.499619,-0.40732,0.555741,0.620899,0.18796,-0.109352,-0.223406,-0.197178,-0.214874,-0.208009,0.152369,-0.14524,-0.71141,0
0.059028,0.298083,-0.79733,-0.78445,-0.751609,-0.724476,-0.70465,-0.80463,0.145918,0.095082,0.116612,-0.003043,-0.118617,-0.182354,-0.214874,-0.208009,1.072941,-0.832735,-0.71141,1
0.059028,0.298083,-0.953453,-0.950386,-0.927006,-0.866556,-0.858423,-0.80463,1.05386,1.183696,0.697676,-0.0361,-0.223335,-0.19519,-0.199952,-0.174762,0.984759,0.147212,1.404438,0
0.059028,0.298083,2.442211,2.077954,1.6601,1.312014,0.679311,0.188645,1.396986,-0.338806,-0.177802,-0.373125,-0.224104,-0.200818,-0.214874,-0.208009,1.631124,-2.440829,-0.71141,1
0.059028,0.298083,-0.758299,-0.742966,-0.883157,-0.819196,-0.70465,-0.672194,-1.03897,-1.054733,-0.747762,-0.468107,-0.22573,-0.200818,-0.214874,-0.208009,-0.124727,0.574243,1.404438,1
0.059028,0.298083,0.880986,0.957883,1.002361,1.169933,1.294404,1.380574,-0.548307,-0.476549,-0.43624,-0.38472,-0.216233,-0.181476,-0.179373,-0.172856,1.878064,-0.345408,-0.71141,0
0.059028,0.298083,0.685833,0.750462,0.826964,0.885772,0.884342,0.652173,-0.392279,-0.18276,-0.003459,-0.259175,-0.223866,-0.200818,-0.214874,-0.208009,-1.285824,0.667306,-0.71141,1
0.059028,0.298083,0.49068,0.543042,0.563869,0.45953,0.423022,0.056208,0.795882,1.458444,0.310113,-0.086391,-0.185231,-0.174534,-0.205261,-0.186591,0.259193,-0.329415,1.404438,1
0.059028,0.298083,1.349354,1.414208,1.572402,1.785616,2.114529,2.903596,-0.337742,0.293327,-0.179788,-0.26124,-0.202835,-0.200818,-0.214874,-0.208009,0.411927,-1.588328,-0.71141,0
0.059028,0.298083,1.07614,1.165304,1.309306,1.501455,1.755724,2.108976,-0.906095,-0.883177,-0.718166,-0.435156,-0.195007,-0.150725,-0.125029,-0.103572,0.712297,-0.661265,-0.71141,1
0.059028,0.298083,-0.836361,-0.867418,-0.839308,-0.771836,-0.858423,-0.738412,-0.164375,-0.383663,-0.475551,-0.428359,-0.219844,-0.19713,-0.214874,-0.208009,-0.015799,-1.480219,1.404438,0
0.059028,0.298083,0.685833,0.750462,0.870814,0.885772,0.9356,0.983264,-0.474059,-0.576177,-0.530923,-0.427712,-0.218982,-0.200818,-0.214874,-0.208009,0.066895,-2.815588,-0.71141,1
0.059028,0.298083,1.07614,1.040851,1.133909,1.359374,1.448178,1.513011,-0.367641,-0.12095,-0.511843,-0.179732,-0.025238,0.002757,-0.214874,-0.208009,0.168943,-1.245444,-0.71141,0
0.059028,0.298083,1.232262,1.123819,1.133909,1.027853,1.140631,0.850828,-0.598837,-0.629858,-0.364542,-0.163199,-0.156411,-0.151807,-0.199588,-0.199493,-1.218564,-0.947364,-0.71141,1
0.059028,0.298083,0.178435,0.211169,0.300773,0.364809,0.525537,0.850828,-0.726405,-0.62116,-0.674399,-0.398074,-0.173864,-0.122992,-0.047465,0.121603,0.640546,-0.506234,-0.71141,1
0.059028,0.298083,0.022313,0.086717,0.037678,0.128008,0.064217,0.3873,0.0375,-0.216535,0.05066,-0.049928,-0.17798,-0.18916,-0.18783,-0.190793,-0.733095,-0.720056,-0.71141,0
0.059028,0.298083,-0.524116,-0.535545,-0.488514,-0.487674,-0.397103,-0.40732,-0.219721,0.02002,-0.238496,-0.334616,-0.22573,-0.200818,-0.214874,-0.208009,-0.196941,2.271276,-0.71141,0
0.059028,0.298083,-0.758299,-0.78445,-0.795458,-0.866556,-0.807166,-0.870849,-0.292317,0.240822,0.321737,-0.06015,-0.190925,-0.200818,-0.214874,-0.208009,0.331372,-1.224491,1.404438,0
0.059028,0.298083,-0.17284,-0.120704,-0.313117,-0.487674,-0.602134,-0.80463,0.273678,0.578957,-0.102768,-0.231064,-0.121093,0.004086,0.24871,-0.18649,-0.267658,-0.731313,-0.71141,1
0.059028,0.298083,2.208027,1.912018,2.010894,1.927697,1.704466,1.380574,-0.408821,-0.265608,0.127855,0.377808,0.308038,0.188494,-0.129506,-0.18207,-1.588583,-0.869347,-0.71141,1
0.059028,0.298083,-0.836361,-0.825934,-0.795458,-0.724476,-0.602134,-0.738412,-0.707973,-0.748501,-0.651741,-0.4522,-0.220319,-0.195368,-0.200426,-0.181188,-0.845979,-0.585254,-0.71141,0
0.059028,0.298083,0.607772,0.708978,0.826964,0.980492,1.140631,1.314356,-0.847809,-0.732398,-0.700812,-0.463369,-0.22573,-0.200818,-0.214874,-0.208009,-1.141716,0.431416,-0.71141,1
0.059028,0.298083,0.841956,0.791947,0.47617,0.222729,0.012959,-0.142447,3.141,1.493138,2.031105,2.382793,1.240543,1.523439,2.625346,1.545873,-1.215641,-1.742355,-0.71141,1
0.059028,0.298083,-0.17284,-0.162188,-0.356966,-0.535035,-0.653392,-0.80463,-0.868987,-0.869969,-0.621839,-0.354413,-0.148127,-0.09897,-0.20716,-0.208009,1.830194,-1.242602,-0.71141,1
0.059028,0.298083,0.529711,0.584526,0.695417,0.838412,0.986857,0.850828,-0.703505,-0.604494,-0.370098,-0.337313,-0.203953,-0.178887,-0.214874,-0.208009,-0.932023,-0.444044,-0.71141,0
0.059028,0.298083,-0.641208,-0.701482,-0.839308,-0.913916,-0.960939,-0.937067,0.403486,0.601598,0.601706,-0.046766,-0.22573,-0.200818,-0.214874,-0.208009,0.038843,-1.203315,1.404438,1
0.059028,0.298083,-0.13381,-0.07922,-0.050021,-0.108793,-0.089556,-0.01001,-0.750148,-0.574753,-0.671485,-0.446865,-0.22573,-0.200818,-0.214874,-0.208009,0.188903,-0.43457,-0.71141,1
0.059028,0.298083,-1.070544,-1.074839,-1.146253,-1.103357,-1.063455,-1.069504,-0.857671,-0.751339,-0.567638,-0.206288,0.046222,0.211316,0.62072,0.021121,0.017314,0.012912,-0.71141,1
0.059028,0.298083,-0.914422,-0.950386,-0.927006,-0.866556,-0.807166,-0.870849,-0.669117,-1.017266,-0.735017,-0.468107,-0.22573,-0.200818,-0.214874,-0.208009,-0.167463,-0.581688,-0.71141,1
0.059028,0.298083,-0.13381,-0.120704,-0.09387,-0.061433,-0.294588,-0.473539,0.007843,0.449496,0.312787,0.729135,0.620099,0.814671,0.600184,0.500913,1.630696,-1.039145,1.404438,0
0.059028,0.298083,1.583538,1.538661,1.484703,1.501455,1.448178,1.049483,-0.553342,-0.887203,-0.65463,-0.454902,-0.22573,-0.200818,-0.214874,-0.208009,-1.174615,0.156017,-0.71141,1
0.059028,0.298083,0.959048,1.040851,1.177758,1.217293,1.243146,1.380574,-0.37285,-0.147713,0.160499,0.227971,-0.063342,-0.12018,-0.214874,-0.208009,-1.932474,-0.613508,-0.71141,1
0.059028,0.298083,-1.070544,-1.074839,-1.058554,-1.008637,-0.960939,-0.80463,0.250976,1.046176,0.736018,-0.337515,-0.222443,-0.200818,-0.214874,-0.208009,0.605615,-1.435638,1.404438,0
0.059028,0.298083,0.256497,0.128201,-0.050021,-0.108793,-0.499619,-0.605975,1.012255,0.737797,1.020974,1.416751,1.523987,1.221868,2.369782,2.44313,0.172507,0.236096,1.404438,1
0.059028,0.298083,-0.367993,-0.328125,-0.356966,-0.345594,-0.397103,-0.208665,0.459572,1.241658,1.321216,0.563575,0.076769,-0.050431,-0.177725,-0.169386,-1.288426,0.39564,-0.71141,0
0.059028,0.298083,0.763895,0.833431,0.914663,1.122573,1.294404,1.446793,-0.193093,0.38817,-0.263082,-0.38867,-0.218795,-0.200818,-0.214874,-0.208009,-1.138722,-1.76615,-0.71141,1
0.059028,0.298083,-0.563146,-0.535545,-0.576212,-0.487674,-0.499619,-0.40732,0.427644,1.731112,1.058838,-0.04341,-0.196077,-0.200818,-0.214874,-0.208009,-0.615328,-1.359516,1.404438,0
0.059028,0.298083,0.412619,0.460074,0.563869,0.696331,0.833084,1.181919,-0.568594,-0.451158,-0.431016,-0.367191,-0.211183,-0.200818,-0.214874,-0.208009,-0.294249,-0.351594,-0.71141,0
0.059028,0.298083,-1.070544,-1.116323,-1.102403,-1.245438,-1.217228,-1.069504,0.694728,0.383926,-0.106286,-0.372786,-0.213988,-0.200818,-0.214874,-0.208009,1.452192,0.98149,1.404438,1
0.059028,0.298083,0.139405,0.169685,0.213075,0.222729,0.269248,0.056208,-0.583173,-0.52072,-0.656333,-0.468107,-0.22573,-0.200818,-0.214874,-0.208009,-0.404388,1.750179,-0.71141,1
0.059028,0.298083,0.100374,0.169685,0.169225,0.222729,0.371764,0.453518,-0.927104,-1.016614,-0.737519,-0.468107,-0.22573,-0.200818,-0.214874,-0.208009,-1.248434,1.545218,-0.71141,1
0.059028,0.298083,-0.758299,-0.742966,-0.839308,-0.866556,-0.960939,-1.003285,0.987462,0.484296,0.037839,-0.2869,-0.22573,-0.200818,-0.214874,-0.208009,0.213783,-0.328022,-0.71141,1
0.059028,0.298083,-0.992483,-0.99187,-0.970855,-0.961277,-0.858423,-0.870849,0.126703,0.456216,-0.200677,-0.318531,-0.220264,-0.197148,-0.205143,-0.186328,-1.251677,-0.096758,1.404438,0
0.059028,0.298083,-0.992483,-1.033355,-1.058554,-1.103357,-1.217228,-1.135722,1.431706,0.760505,0.612059,-0.124239,-0.21491,-0.200818,-0.214874,-0.208009,0.388188,1.504203,-0.71141,1
0.059028,0.298083,0.139405,0.211169,0.256924,0.364809,0.525537,0.718391,-0.846636,-0.807759,-0.688825,-0.466921,-0.22573,-0.200818,-0.214874,-0.208009,-0.960574,-0.166416,-0.71141,0
0.059028,0.298083,0.334558,0.086717,-0.09387,-0.440314,-0.602134,-0.738412,0.277189,0.493988,0.944082,3.634234,4.822664,8.485908,12.898209,17.040378,-1.413001,-0.528859,1.404438,1
0.059028,-3.351852,-1.460851,-1.48968,-1.497047,-1.482239,-1.422259,-1.334377,-0.524186,-0.517019,-0.634869,-0.456876,-0.22573,-0.200818,-0.214874,-0.208009,0.756745,1.733127,-0.71141,0
0.059028,0.298083,-0.758299,-0.742966,-0.751609,-0.819196,-0.858423,-0.937067,-0.414827,-0.787888,-0.633966,-0.420483,-0.215544,-0.197135,-0.205111,-0.186256,1.183473,0.193911,1.404438,1
0.059028,0.298083,0.334558,0.41859,0.432321,0.45953,0.525537,0.3873,-0.881722,-0.881568,-0.725741,-0.462692,-0.22573,-0.200818,-0.214874,-0.208009,0.504351,0.722085,-0.71141,1
0.059028,0.298083,-0.094779,-0.037736,-0.006172,0.033288,-0.089556,-0.142447,-0.24585,0.064042,0.328979,-0.141434,-0.193678,-0.165428,-0.205251,-0.186569,-1.581917,-0.482885,-0.71141,0
0.059028,0.298083,-0.485085,-0.494061,-0.444664,-0.345594,-0.192072,-0.274884,-0.986853,-0.991156,-0.750378,-0.468107,-0.22573,-0.200818,-0.214874,-0.208009,0.94056,-0.914374,1.404438,0
0.059028,0.298083,0.568742,0.62601,0.739266,0.933132,1.140631,1.181919,0.203244,0.744288,0.626789,-0.139856,-0.188118,-0.200818,-0.214874,-0.208009,1.102348,0.552565,-0.71141,0
0.059028,0.298083,0.412619,0.086717,-0.181569,-0.440314,-0.653392,-0.672194,1.457282,1.257399,1.420452,2.226522,1.744601,2.171624,3.30635,1.679178,-1.046618,-0.982026,1.404438,1
0.059028,0.298083,0.841956,0.874915,0.914663,1.027853,1.038115,1.049483,-0.802984,-0.704017,-0.451083,-0.435847,-0.224487,-0.200818,-0.214874,-0.208009,0.406153,-1.225828,-0.71141,1
0.059028,0.298083,-1.304728,-1.323743,-1.32165,-1.340158,-1.268486,-1.135722,-0.503458,-0.164623,-0.152283,-0.44853,-0.22573,-0.200818,-0.214874,-0.208009,1.072229,-1.990727,-0.71141,0
0.059028,0.298083,0.100374,0.169685,0.213075,0.364809,0.474279,0.917046,-0.991815,-1.030127,-0.750126,-0.468107,-0.22573,-0.200818,-0.214874,-0.208009,-0.582108,-0.941568,1.404438,0
0.059028,0.298083,0.178435,0.252653,0.344622,0.41217,0.525537,0.056208,-0.279516,0.164063,-0.373506,-0.356921,-0.22573,-0.200818,-0.214874,-0.208009,-0.528108,0.515507,-0.71141,0
0.059028,0.298083,-1.148606,-1.157807,-1.190102,-1.198078,-1.114712,-1.135722,1.398562,-0.2814,-0.112763,-0.224865,-0.225309,-0.200818,-0.214874,-0.208009,0.321463,-0.858536,1.404438,1
0.059028,0.298083,1.466446,1.621629,1.70395,1.738256,1.653209,1.314356,-0.125569,0.088314,0.127892,0.096864,-0.151742,-0.16664,-0.214874,-0.208009,1.633547,0.960649,-0.71141,0
0.059028,0.298083,-1.031514,-1.074839,-1.058554,-1.055997,-1.012197,-0.870849,0.406555,-0.32827,-0.19436,-0.151997,-0.222895,-0.199866,-0.214874,-0.208009,0.018134,0.347269,-0.71141,1
0.059028,0.298083,-1.109575,-1.116323,-1.102403,-1.150718,-1.114712,-1.135722,0.05147,-0.261358,-0.329718,-0.394734,-0.224115,-0.200818,-0.214874,-0.208009,1.444314,-1.626946,1.404438,1
